Date,Open,High,Low,Close,Adj Close,Volume
2017-02-21,30.152000,30.360001,29.688000,30.056000,20.627586,747875
2017-02-22,29.864000,30.511999,29.864000,30.160000,20.698959,1227625
2017-02-23,30.392000,30.431999,29.832001,30.160000,20.698959,1036000
2017-02-24,29.856001,30.240000,29.375999,29.584000,20.303646,1627000
2017-03-01,29.832001,30.087999,29.591999,29.760000,20.424437,705125
2017-03-02,29.672001,29.832001,29.327999,29.591999,20.309137,774500
2017-03-03,29.591999,29.728001,28.936001,29.392000,20.171879,921000
2017-03-06,29.320000,30.016001,29.247999,29.600000,20.314629,1096250
2017-03-07,29.743999,29.879999,29.568001,29.743999,20.413456,696250
2017-03-08,29.752001,29.832001,29.096001,29.312000,20.116970,843500
2017-03-09,29.288000,29.312000,28.528000,28.552000,19.595379,1074000
2017-03-10,28.664000,29.016001,28.288000,28.672001,19.677738,2186625
2017-03-13,28.808001,29.719999,28.360001,29.320000,20.122459,1676250
2017-03-14,29.040001,29.584000,28.959999,28.959999,19.875393,1125375
2017-03-15,29.120001,29.424000,28.712000,28.959999,19.875393,1318750
2017-03-16,28.959999,29.664000,28.959999,29.240000,20.067558,690500
2017-03-17,29.591999,29.823999,29.032000,29.559999,20.287174,2119500
2017-03-20,29.576000,29.775999,29.096001,29.247999,20.073046,713625
2017-03-21,29.247999,29.351999,28.576000,28.768000,19.743624,1219500
2017-03-22,28.719999,29.024000,28.448000,28.823999,19.782055,1057125
2017-03-23,28.624001,29.304001,28.472000,28.728001,19.716173,696750
2017-03-24,28.728001,28.976000,28.591999,28.959999,19.875393,1007375
2017-03-27,28.816000,29.063999,28.511999,28.743999,19.727150,647375
2017-03-28,28.639999,28.775999,28.200001,28.424000,19.507532,1067875
2017-03-29,28.360001,28.639999,28.104000,28.632000,19.650286,771375
2017-03-30,28.632000,28.632000,28.080000,28.320000,19.436155,769875
2017-03-31,28.191999,28.672001,28.136000,28.296000,19.419687,682750
2017-04-03,28.288000,28.600000,28.176001,28.392000,19.485571,639250
2017-04-04,28.392000,28.768000,28.247999,28.712000,19.705189,478750
2017-04-05,28.712000,28.712000,28.040001,28.368000,19.469099,943125
2017-04-06,28.288000,28.327999,27.752001,28.048000,19.249481,795500
2017-04-07,27.992001,28.511999,27.888000,28.000000,19.216537,685000
2017-04-10,28.096001,28.208000,27.784000,28.007999,19.222031,512250
2017-04-11,27.952000,28.191999,27.504000,27.959999,19.189085,957000
2017-04-12,28.072001,28.392000,27.680000,27.728001,19.029865,1003250
2017-04-13,27.704000,27.952000,27.200001,27.200001,18.667498,774750
2017-04-17,27.336000,27.927999,27.247999,27.799999,19.079277,1022750
2017-04-18,27.695999,27.896000,27.639999,27.840000,19.106731,625875
2017-04-19,27.864000,27.927999,27.351999,27.448000,18.837698,789875
2017-04-20,27.559999,28.184000,27.448000,27.552000,18.909077,1023750
2017-04-24,27.600000,28.000000,27.200001,27.591999,18.936527,655750
2017-04-25,27.632000,27.927999,27.216000,27.799999,19.079277,1023250
2017-04-26,28.000000,28.296000,27.455999,27.664000,18.985943,868750
2017-04-27,27.808001,27.823999,27.288000,27.472000,18.854172,1039000
2017-04-28,27.464001,27.632000,27.200001,27.200001,18.667498,1713250
2017-05-02,27.336000,28.072001,27.280001,27.743999,19.040848,2941125
2017-05-03,27.840000,28.000000,27.639999,27.823999,19.095753,1159000
2017-05-04,27.632000,27.959999,27.360001,27.544001,18.903582,1060500
2017-05-05,27.591999,27.704000,27.368000,27.535999,18.898092,798625
2017-05-08,27.600000,27.648001,27.280001,27.368000,18.782797,539625
2017-05-09,27.504000,27.632000,27.240000,27.240000,18.694948,1006250
2017-05-10,27.368000,27.591999,27.296000,27.464001,18.848682,1278375
2017-05-11,27.552000,27.823999,27.232000,27.264000,18.711416,933125
2017-05-12,27.400000,27.799999,27.400000,27.544001,18.903582,1151875
2017-05-15,27.600000,27.792000,27.480000,27.743999,19.040848,778750
2017-05-16,27.784000,27.936001,27.520000,27.896000,19.145163,1115875
2017-05-17,27.688000,27.816000,27.247999,27.608000,18.947508,1870000
2017-05-18,26.320000,27.167999,24.240000,26.167999,17.959227,3417500
2017-05-19,26.264000,26.920000,26.264000,26.719999,18.338070,2236250
2017-05-22,26.719999,26.840000,26.336000,26.520000,18.200809,1676375
2017-05-23,26.648001,27.184000,26.424000,26.559999,18.228260,1189250
2017-05-24,26.952000,27.160000,26.760000,26.823999,18.409443,1092250
2017-05-25,26.983999,27.000000,26.535999,26.719999,18.338070,675750
2017-05-26,26.920000,27.167999,26.752001,26.976000,18.513762,1192375
2017-05-29,26.976000,26.976000,26.976000,26.976000,18.513762,0
2017-05-30,26.400000,26.639999,26.288000,26.520000,18.545975,1045125
2017-05-31,26.608000,26.608000,26.056000,26.535999,18.557159,1540500
2017-06-01,26.535999,26.927999,26.304001,26.704000,18.674648,1415125
2017-06-02,26.903999,27.000000,26.600000,26.712000,18.680243,1366625
2017-06-05,26.632000,26.976000,26.400000,26.511999,18.540380,1193750
2017-06-06,26.511999,26.752001,26.368000,26.511999,18.540380,1102500
2017-06-07,26.728001,26.768000,26.464001,26.768000,18.719406,1300500
2017-06-08,26.680000,26.712000,26.344000,26.559999,18.573946,834625
2017-06-09,26.656000,26.768000,26.351999,26.639999,18.629892,1230625
2017-06-12,26.704000,26.704000,26.360001,26.559999,18.573946,1024750
2017-06-13,26.535999,26.799999,26.400000,26.648001,18.635490,1281500
2017-06-14,26.672001,26.944000,26.464001,26.559999,18.573946,2146125
2017-06-15,26.559999,26.559999,26.559999,26.559999,18.573946,0
2017-06-16,26.496000,27.528000,26.496000,27.528000,19.250889,4087750
2017-06-19,27.504000,28.000000,27.375999,27.840000,19.469080,896125
2017-06-20,27.832001,27.983999,27.544001,27.680000,19.357185,1531750
2017-06-21,27.591999,28.288000,27.591999,27.879999,19.497046,1420500
2017-06-22,27.816000,28.184000,27.656000,27.792000,19.435511,927125
2017-06-23,27.792000,28.000000,27.648001,27.648001,19.334814,1043500
2017-06-26,27.784000,28.096001,27.600000,27.927999,19.530617,916625
2017-06-27,27.840000,27.936001,27.392000,27.624001,19.318022,1373625
2017-06-28,27.591999,27.983999,27.591999,27.879999,19.497046,832875
2017-06-29,27.944000,27.944000,27.200001,27.200001,19.021515,1098250
2017-06-30,27.336000,27.472000,27.136000,27.136000,18.976759,1070875
2017-07-03,27.327999,27.511999,27.160000,27.455999,19.200539,554125
2017-07-04,27.480000,27.520000,27.320000,27.400000,19.161375,253375
2017-07-05,27.464001,27.624001,27.007999,27.176001,19.004730,950625
2017-07-06,27.176001,27.520000,27.167999,27.264000,19.066267,1172875
2017-07-07,27.400000,27.912001,27.375999,27.511999,19.239700,1423125
2017-07-10,27.872000,27.888000,27.496000,27.840000,19.469080,1247875
2017-07-11,27.840000,28.120001,27.504000,27.888000,19.502644,1247250
2017-07-12,28.096001,28.472000,27.823999,28.056000,19.620127,1800250
2017-07-13,28.176001,28.176001,27.719999,27.992001,19.575373,1704000
